"http://purl.org/ontology/bibo/Webpage","Webpage"
"http://vivoweb.org/ontology/core#NonAcademic","Non-Academic"
"http://vivoweb.org/ontology/core#Publisher","Publisher"
"http://vivoweb.org/ontology/core#CoreLaboratory","Core Laboratory"
"http://weill.cornell.edu/vivo/ontology/wcmc#AcademicProgram","Academic Program"
"http://vivoweb.org/ontology/core#F1000Link","F1000 Link"
"http://weill.cornell.edu/vivo/ontology/wcmc#EndowedProfessorshipPosition","Endowed Professorship Position"
"http://weill.cornell.edu/vivo/ontology/wcmc#Office","Office"
"http://vivoweb.org/ontology/core#College","College"
"http://aims.fao.org/aos/geopolitical.owl#organization","Organization"
"http://weill.cornell.edu/vivo/ontology/wcmc#AcademicClinicalPosition","Academic Clinical Position"
"http://vivoweb.org/ontology/core#Continent","Continent"
"http://vivoweb.org/ontology/core#PopulatedPlace","Populated Place"
"http://www.w3.org/2006/vcard/ns#Work","Work"
"http://vivoweb.org/ontology/core#InvestigatorRole","Investigator Role"
"http://www.w3.org/2006/vcard/ns#TimeZone","Time Zone"
"http://vivoweb.org/ontology/core#FacultyMember","Faculty Member"
"http://www.w3.org/2002/07/owl#InverseFunctionalProperty",
"http://www.w3.org/2006/vcard/ns#TelephoneType","Telephone Type"
"http://purl.org/ontology/bibo/ThesisDegree","Thesis Degree"
"http://weill.cornell.edu/vivo/ontology/wcmc#PrincipalInvestigatorSubcontractRole","Principal Investigator (Subcontract) Role"
"http://weill.cornell.edu/vivo/ontology/wcmc#PartTimeWCMCFaculty","Part-Time WCMC Faculty"
"http://vivoweb.org/ontology/core#GeopoliticalEntity","Geopolitical Entity"
"http://vivoweb.org/ontology/core#BlogPosting","Blog Posting"
"http://www.openlinksw.com/schemas/virtrdf#array-of-QuadMapColumn",
"http://vivoweb.org/ontology/core#Project","Project"
"http://purl.obolibrary.org/obo/BFO_0000002","Continuant"
"http://vivoweb.org/ontology/core#AwardReceipt","Award or Honor Receipt"
"http://vivoweb.org/ontology/core#Facility","Facility"
"http://vivoweb.org/ontology/core#Award","Award or Honor"
"http://vivoweb.org/ontology/core#GraduateAdvisingRelationship","Graduate Advising Relationship"
"http://vivoweb.org/ontology/core#FundingOrganization","Funding Organization"
"http://vivoweb.org/ontology/core#CaseStudy","Case Study"
"http://vivoweb.org/ontology/core#Foundation","Foundation"
"http://purl.obolibrary.org/obo/BFO_0000020","Specifically Dependent Continuant"
"http://www.w3.org/2002/07/owl#SymmetricProperty",
"http://www.w3.org/2006/vcard/ns#Identification","Identification"
"http://purl.obolibrary.org/obo/BFO_0000015","Process"
"http://www.w3.org/2002/07/owl#Ontology",
"http://vivoweb.org/ontology/core#PostdocPosition","Postdoctoral Position"
"http://purl.org/ontology/bibo/LegalDocument","Legal Document"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapColumn",
"http://purl.org/ontology/bibo/Conference","Conference"
"http://www.w3.org/2002/07/owl#TransitiveProperty",
"http://www.w3.org/2006/vcard/ns#Geographical","Geographical"
"http://vivoweb.org/ontology/core#ResearcherRole","Researcher Role"
"http://purl.obolibrary.org/obo/BFO_0000003","Occurrent"
"http://vivoweb.org/ontology/core#ConferencePaper","Conference Paper"
"http://www.w3.org/2006/vcard/ns#Explanatory","Explanatory"
"http://purl.org/ontology/bibo/Journal","Journal"
"http://purl.org/ontology/bibo/DocumentPart","Document Part"
"http://vivoweb.org/ontology/core#PostdoctoralTraining","Postdoctoral Training"
"http://vivoweb.org/ontology/core#AcademicDegree","Academic Degree"
"http://purl.org/ontology/bibo/Article","Article"
"http://vivoweb.org/ontology/core#Consortium","Consortium"
"http://purl.org/ontology/bibo/Report","Report"
"http://vivoweb.org/ontology/core#Course","Course"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapValue",
"http://vivoweb.org/ontology/core#University","University"
"http://purl.obolibrary.org/obo/BFO_0000023","Role"
"http://weill.cornell.edu/vivo/ontology/wcmc#SponsoredResearchAgreement","Sponsored Research Agreement"
"http://purl.obolibrary.org/obo/ERO_0000012","Service Provider Role"
"http://purl.org/spar/fabio/Comment","Comment"
"http://vivoweb.org/ontology/core#PresenterRole","Presenter Role"
"http://purl.obolibrary.org/obo/IAO_0000030","Information Content Entity"
"http://vivoweb.org/ontology/core#AdviseeRole","Advisee Role"
"http://www.w3.org/2006/vcard/ns#Name","Name"
"http://weill.cornell.edu/vivo/ontology/wcmc#CourtesyFaculty","Courtesy Faculty"
"http://purl.obolibrary.org/obo/ERO_0000014","Research Project"
"http://vivoweb.org/ontology/core#Department","Department"
"http://purl.org/ontology/bibo/ReferenceSource","Reference Source"
"http://weill.cornell.edu/vivo/ontology/wcmc#InProcess","In process"
"http://aims.fao.org/aos/geopolitical.owl#area","Area"
"http://vivoweb.org/ontology/core#Laboratory","Laboratory"
"http://vivoweb.org/ontology/core#FacultyMentoringRelationship","Faculty Mentoring Relationship"
"http://xmlns.com/foaf/0.1/Person","Person"
"http://vivoweb.org/ontology/core#Institute","Institute"
"http://vivoweb.org/ontology/core#WorkingPaper","Working Paper"
"http://vivoweb.org/ontology/core#ConferencePoster","Conference Poster"
"http://vivoweb.org/ontology/core#InformationResource",
"http://www.openlinksw.com/schemas/virtrdf#QuadMapATable",
"http://vivoweb.org/ontology/core#Credential","Credential"
"http://vivoweb.org/ontology/core#EducationalProcess","Educational Process"
"http://vivoweb.org/ontology/core#Editorship","Editorship"
"http://vivoweb.org/ontology/core#ServiceProvidingLaboratory","Service Providing Lab"
"http://www.openlinksw.com/schemas/virtrdf#array-of-string",
"http://purl.org/ontology/bibo/Chapter","Chapter"
"http://www.w3.org/2006/vcard/ns#Kind","VCard Kind"
"http://www.w3.org/2006/vcard/ns#Voice","Voice"
"http://www.openlinksw.com/schemas/virtrdf#QuadMapFormat",
"http://www.w3.org/2002/07/owl#DatatypeProperty"
"http://weill.cornell.edu/vivo/ontology/wcmc#StudentMdPhdTriI","MD-PhD Student"
"http://weill.cornell.edu/vivo/ontology/wcmc#StudentPhdWeill","PhD Weill Student"
"http://weill.cornell.edu/vivo/ontology/wcmc#StudentPhdTriI","PhD Tri-Institutional Student"
